,Validity,hydralic_efficiency(-),Hemolysis_ratio(-),gap_width(mm),inner_disk_radius(mm),outer_disk_radius(mm),volute_constructor_parameter(-),volsp
241,1,0.2718866126371206,5.3723067e-07,1.9080746513875229,13.590038605646173,47.265625,0.2501058014899782,1.1389946575459509
242,1,0.4242733577592066,2.608655996e-07,0.9125,11.107469161896224,46.79446137835399,0.164296875,1.12421875
243,1,0.3753486140211739,3.570507485e-07,0.8964922872931519,7.33581701622014,34.20460832996258,0.24453125,0.8421875
244,1,0.2524372355446823,8.151527297e-07,1.4,6.25,34.52339023405629,0.4618566597657986,1.2875
245,1,0.2390894788684447,6.561717087e-07,1.9714686354648807,8.52716615556511,44.2578125,0.4385482555400942,1.65859375
246,1,0.3250782244085232,4.738196545e-07,0.7827154204197935,11.796875,31.6796875,0.3016448232380176,1.27265625
247,1,0.2806152784453681,4.835530591e-07,1.6922843632566538,12.421875,42.6171875,0.3478864267619826,1.62890625
248,0,0.0,0.0,1.175,12.97452118599572,39.899905538097755,0.1319348071884796,1.9216000748186843
249,1,0.3686693762625731,4.921164676e-07,0.975,10.12522175854648,46.171875,0.09640625,1.6627459744979391
250,1,0.380271868195543,3.909904221e-07,0.8964922872931519,7.435626563757971,30.716556331836635,0.24453125,0.6574022120866134
251,1,0.2579566054986472,5.63859355e-07,1.9770076002463264,7.413977523190662,44.330077137319776,0.3330943268581174,0.990625
252,1,0.3296980853108131,5.054131017e-07,0.7820362572960232,10.843424089206936,42.4025636295185,0.2958460531904314,1.608784599114487
253,1,0.3799266392992292,5.3869202e-07,0.9804637427039772,12.36717576421586,46.38649887044833,0.1015894329414491,1.1728221837610802
254,1,0.3016989078624119,3.997956583e-07,1.6592905020087183,9.84375,42.49795178884127,0.31859375,1.6114838104435874
255,1,0.3252166610874802,4.208023315e-07,0.948066455523917,12.421875,34.25986071109673,0.2991104665188312,1.538026457544266
256,1,0.3896824409117355,4.12387083e-07,0.5465166758583851,5.497152779274507,34.40671764294121,0.2557649426205081,0.7298469820902366
257,1,0.424298003803715,2.583174792e-07,0.9125,11.015625,46.869364909937616,0.164296875,1.12421875
258,1,0.4057562971566416,7.48395793e-07,0.6798409513698034,9.215056780504696,23.203125,0.26921875,1.69033477744229
259,0,0.0,0.0,0.973228606384984,8.178079405678478,44.48979095412018,0.0768733425930992,1.9637880151042637
260,1,0.3083685071429904,5.924277635e-07,1.0717759852945772,5.364564530441298,23.203125,0.26921875,1.5944072429860583
261,1,0.2608898213984791,7.288458201e-07,1.7866915444261653,9.128903336075863,34.236005659573635,0.34328125,0.6046874999999999
262,0,0.0,0.0,1.7965368241178172,9.421824468652435,41.399464888432,0.0868282525261218,0.5945438069031788
263,1,0.3030619112061838,4.104946588e-07,1.002813752480082,10.463556813704248,49.80188623799521,0.2861839963848214,1.552278929438462
264,1,0.4635563574283708,4.225603418e-07,0.4780709784965576,14.6732147182562,42.85049500198525,0.1133940674484589,0.8528466836225366
265,1,0.3400612611311541,4.882719682e-07,1.3096976690667663,7.3415553236892785,48.90625,0.1334375,1.5335444187669467
266,1,0.3024047672599238,7.204778069e-07,0.7875000000000001,12.421875,41.05908411439683,0.300078125,0.6296630489495503
267,1,0.3329361084662987,9.33850995e-07,1.0750000000000002,6.3658873728003975,19.89977969929272,0.3119203890881652,1.6039305834012991
268,1,0.0,0.0,1.2389279001227531,14.757750861395943,23.48159485347512,0.2767393258977467,1.9413305174322728
269,1,0.4575405081305898,2.686585341e-07,0.5812841376493534,9.224725567102531,32.60167784434078,0.1985364882907734,1.9962137413375545
270,1,0.2786186402381704,6.069361421e-07,1.7889639965350708,9.864469029476819,33.85991267408661,0.31859375,1.5402266466260863
271,1,0.2891268080691808,7.128165755e-07,1.724599522270169,8.65115597052318,47.58303997021705,0.201328125,0.4381786169617015
272,1,0.277665288384583,4.875467645e-07,1.7964179496626906,8.768270189809265,47.00826167402813,0.3470820697093835,1.27265625
273,1,0.3857125695986214,3.705278754e-07,0.928061186860436,8.359375,32.7734375,0.2281824235286984,0.6541470493016187
274,1,0.2270585538182283,1.5389811136e-06,1.9642399382706224,7.423773963347363,24.88213996257399,0.2268218358031855,0.8278821591302157
275,1,0.3071820463033106,6.517234229e-07,0.8964922872931519,13.605571145546666,47.779523557324296,0.24453125,0.452767759287248
276,1,0.3674807280452727,2.927686366e-07,1.1763571220101503,12.422724628584898,43.01008683356108,0.2410799696480961,1.6202081327509006
277,1,0.3316406562095102,5.160992829e-07,0.849857149434126,14.069622125782189,32.04846899892846,0.3001778918936061,1.9144422417973352
278,1,0.3598697949160297,5.29489347e-07,1.35,8.902559521227296,48.90625,0.1334375,1.584375
279,1,0.2679777243824048,5.345142795e-07,1.786983544329773,14.54479190608599,47.00826167402813,0.3492488682380819,1.3258057533538412
280,1,0.2762242393975355,6.143000083e-07,1.1735834670389822,11.85662001160268,44.80557226924007,0.349453125,1.27265625
281,1,0.2685129360358398,9.968399295e-07,1.675408594541926,6.397457100575183,28.65028300967923,0.2545616940566606,0.4935895416141333
282,1,0.3691405699464615,3.814521487e-07,0.88326413708788,10.15625,44.60339958016563,0.2437147346668216,1.1497745019760597
283,1,0.337629678051514,5.732163005e-07,1.1396338727927404,6.397457100575183,30.82735446956654,0.2330040153331784,0.4935895416141333
284,1,0.2818160902358036,5.689009743e-07,1.725,9.84375,34.140625,0.31830115804649,1.427859602552584
285,1,0.2790775759111448,1.0502223874e-06,0.9,7.530464005597438,26.537634279289502,0.45466759195351,1.88125
286,1,0.4829522172124525,3.42379201e-07,0.4305893087577045,7.370475045731989,42.85049500198525,0.1229317723014841,0.8528466836225366
287,1,0.3916464364749816,4.23956253e-07,0.523921265697404,5.088034130101898,34.40671764294121,0.2539269203210439,0.7298469820902366
288,1,0.2584302913981955,5.44811177e-07,1.9770076002463264,7.6704466702091425,44.32752830272624,0.340217021921508,1.140775861582516
289,1,0.4118925406025338,3.612894104e-07,0.7050171524724336,11.005783043318672,41.91658541078672,0.1558370878249958,0.9904622941813316
290,1,0.3885614882439292,8.109001653e-07,0.6192137151212478,11.098108873118516,28.124099802384112,0.12059432386311,0.3375
291,1,0.3479204406597499,4.885731206e-07,1.15,5.9375,44.53125,0.2321875,0.396875
292,1,0.3526453616356878,3.322774257e-07,0.975,10.432637350930015,46.171875,0.2523413187840232,1.3630054779518743
293,1,0.40431863626582,4.630453057e-07,1.053309538275514,9.874294745001809,46.171875,0.0987749657646124,1.6036074521220405
294,1,0.3056790727591717,9.734455109e-07,0.4625,13.54871186410673,28.80039485679398,0.3613452364051057,1.0737369397312353
295,1,0.3259227054056186,4.828682018e-07,1.3125,6.295118320836829,34.794261655208246,0.2881860135948944,0.6468682836509437
296,1,0.3340744571889077,5.787134828e-07,0.5367775694107781,6.2859828662559085,44.571379998014756,0.2366022068735669,0.4935895416141333
297,1,0.2587817628979758,1.8221790758e-06,1.2128772642234404,13.314744763594234,46.672814556664996,0.0364725156926455,0.5120090318797336
298,1,0.3782791483397913,5.040671111e-07,0.5,14.375,34.6875,0.256875,1.4058885246903408
299,1,0.4609423836955265,3.777346025e-07,0.4625,6.328125,28.9453125,0.1695911206207733,1.065205225309659
300,1,0.3829717452792774,3.448372773e-07,0.9375,8.270656723194433,32.80885518018085,0.226015625,0.73828125
301,1,0.4467825594012933,4.091811244e-07,0.5,14.433616982523407,34.65208231981915,0.0985712161928098,1.67721625831443
302,1,0.4264547998490597,5.83657543e-07,0.6185710857870548,5.916063154266837,33.390448039309824,0.12059432386311,0.3375
303,1,0.3900230065420514,9.158496337e-07,0.5625,13.203125,47.521674951219495,0.0429142166302214,0.4711349640039068
304,1,0.3531511809366433,3.344363445e-07,0.975,10.905229154577455,46.230037148968655,0.2523413187840232,1.3630054779518743
305,1,0.4829522172124525,3.42379201e-07,0.4305893087577045,7.370475045731989,42.85049500198525,0.1229317723014841,0.8528466836225366
306,1,0.4024450948172818,4.261880555e-07,0.4315708124057572,14.686889402158783,42.85049500198525,0.2254360317614739,0.8282174721231484
307,1,0.3847126607342206,7.410802542e-07,0.9375,8.333042176861913,32.7734375,0.1139736606873976,0.73828125
308,1,0.4641444758357189,3.73658762e-07,0.525,7.374985165782835,42.85049500198525,0.12109375,0.8528466836225366
309,1,0.4003982271264824,4.210736491e-07,1.0440413812233122,10.433702434957134,46.171875,0.09640625,1.608784599114487
310,1,0.367073058633563,4.244234687e-07,1.1763571220101503,13.905296828643577,47.34456217814561,0.1629683807225607,1.6202081327509006
311,1,0.3536620882018165,3.847636699e-07,0.9125,11.100147217416076,43.171141186091056,0.2424084639255354,1.12421875
312,1,0.3602432862143,3.444655381e-07,0.8934129374309592,10.148800132917897,49.43579639403186,0.245389316847797,1.900255412052941
313,1,0.2429352963685244,1.1709869735e-06,1.7166953517726893,10.8726220255557,30.87782736561584,0.2054196450444907,0.8421875
314,1,0.3290584911577017,4.540825542e-07,1.106145127371793,11.015625,26.14813742843229,0.2768934409259221,1.9656086177553995
315,1,0.4000115876727433,3.069617627e-07,0.8582528716052875,13.28125,39.92414154918556,0.201103711583843,1.1258067414638793
316,1,0.384485592305007,5.298695417e-07,0.9804637427039772,12.36717576421586,46.39373414534913,0.104220534666891,1.1728221837610802
317,1,0.3992306016500953,4.273442518e-07,0.4072107906646605,5.061936680828242,34.39947493208093,0.2512958187058106,0.7298469820902366
318,1,0.4618955730703005,3.746138789e-07,0.546296610497515,7.34375,42.890625,0.1217327416961434,0.9015625
319,1,0.3952826157603064,4.043025877e-07,0.5252200653608702,5.497152779274507,34.40671764294121,0.2551259509264215,1.0602770263377093
320,1,0.3027312141207127,1.2835090017e-06,1.1917598664036513,11.104373819615821,27.456730638008334,0.1361241918898499,0.2277357517644689
321,1,0.3752161860917728,5.155870836e-07,0.467106000901906,13.194074629683374,35.005131221502744,0.2739413095613855,1.982024521063848
322,1,0.4601929131345848,4.522252869e-07,0.4780709784965576,14.883842069036717,42.85049500198525,0.1133940674484589,0.7497918442877828
323,1,0.4565875642308957,2.614859486e-07,0.7050171524724336,11.005783043318672,41.91658541078672,0.1558370878249958,1.0092559326306527
324,1,0.2916763561233299,4.379020644e-07,1.8928110415067096,10.44918119827729,49.543980680257604,0.2061297742429114,1.900255412052941
325,1,0.299965805152585,5.271173977e-07,1.1084304818267834,10.915553953152154,49.80188623799521,0.2863319340341977,1.2494605720540377
326,1,0.432505491560204,2.399211217e-07,0.9125,11.015625,39.90893912017188,0.164296875,1.8796347065862375
327,1,0.3629941050548027,3.552743474e-07,1.175,13.28125,46.860331209909155,0.19515625,1.1553739807435726
328,1,0.417466786573551,2.768114166e-07,0.9298493228311028,11.015625,45.30896433280874,0.164296875,1.12421875
329,1,0.4243549912253032,2.601512956e-07,0.9125,11.015625,46.91196307712887,0.164296875,1.12421875
330,1,0.0,0.0,0.606771933048221,9.104039674633288,17.994004508513616,0.26921875,1.69033477744229
331,1,0.3678696186189942,6.272103445e-07,0.6798409513698034,8.061012808432562,23.77573630097721,0.3077595983483705,1.7136957625517024
332,0,0.0,0.0,0.5592615224305562,12.210242118802496,28.124099802384112,0.1204703397139607,0.3375
333,1,0.3653787704872551,4.152608626e-07,0.8543257379736038,10.15930278139537,44.60339958016563,0.2437147346668216,1.1416476656502963
334,1,0.3190256176052368,4.132002472e-07,1.0052042001342232,9.82802526805878,46.171875,0.0979850087768831,1.6627459744979391
335,1,0.4245780844522197,2.599617368e-07,0.9125,11.107469161896224,47.08161767325313,0.1627181162231191,1.12421875
336,1,0.399577851529667,4.341126424e-07,0.4302845291897212,8.036858705625693,34.403687201567465,0.2557649426205081,0.7272454150992631
337,1,0.4301967247999329,2.485164588e-07,0.8462921140230234,5.762189427012736,32.768471184301006,0.1915239296793771,1.9183490035610475
338,1,0.3747465182326573,3.687622229e-07,0.9154487508831258,12.422724628584898,43.115266586357656,0.2369243485083507,1.1024059717811796
339,1,0.3598914912762338,4.157085231e-07,1.173408371127025,11.015625,46.869364909937616,0.1674356478974339,1.6420209107362296
340,1,0.4252615606015397,2.211866732e-07,0.8878656511043977,8.17404191787471,44.739934970240704,0.1915239296793771,1.916803041356958
341,1,0.3854724434087311,4.20110798e-07,0.8833453221665345,10.15625,32.628904957565915,0.2437147346668216,1.1497745019760597
342,1,0.3541905412208898,4.844314394e-07,0.8706634985397403,14.484440376399581,32.05261085542178,0.2557757320337891,0.8421875
343,1,0.3935272842508263,3.508904959e-07,0.5487511926956685,5.497152779274507,35.932987489704665,0.2444863457363346,0.7298469820902366
344,1,0.3445439999986273,6.671170251e-07,0.9797115228656356,13.32797855009638,30.496060441244556,0.182330941210239,0.8791936576612949
345,1,0.3617317217039256,3.40046592e-07,0.902667434277013,7.435626563757971,46.306658807631685,0.2549566281214627,1.8759724585928756
346,1,0.338878969272685,4.894628773e-07,1.2085353235163645,6.689321119504744,30.46119968532256,0.1774851415654284,1.3568344271701196
347,1,0.3504132748877992,3.205418052e-07,1.1487436508825046,5.234375,46.82134742079416,0.2538655176430006,1.5705251537893086
348,1,0.4537771597549808,4.655230034e-07,0.5,14.491611846364275,32.53653082605541,0.1264397158120613,1.679689226145885
349,1,0.3663390664715507,4.80366858e-07,0.8964922872931519,7.435626563757971,30.689032082205838,0.1891206513157843,0.8397144566095218
350,1,0.4245244137729926,2.575412745e-07,0.9125,11.054898991625235,46.869364909937616,0.164296875,1.12421875
351,1,0.387691347731029,3.718263325e-07,0.523921265697404,5.101962915252727,34.40671764294121,0.2539269203210439,0.7298469820902366
352,1,0.4255503281602039,2.724797152e-07,0.7122179134931551,9.60708329261826,45.17182810603965,0.1948706576573822,1.3652037561766304
353,1,0.351599441017327,4.039914823e-07,1.173343315785641,9.10708741093994,29.7371952498026,0.26921875,1.9703125
354,0,0.0,0.0,1.8137294553601089,13.300079779715352,39.899905538097755,0.19515625,1.910908820676132
355,1,0.3901954841579238,2.395962543e-07,1.1776562395058467,10.84634237831932,49.543980680257604,0.2062777118922876,1.8467477040755544
356,1,0.3583006195197044,4.625989727e-07,0.5465166758583851,5.497152779274507,44.831932252406204,0.2435843660259354,0.6660573957449244
357,1,0.3778366136992327,3.484884827e-07,0.88326413708788,10.15625,34.17818483790761,0.2558953112613943,1.4801275345075715
358,1,0.3551996542760039,4.93983386e-07,0.4305893087577045,7.370475045731989,42.85049500198525,0.2749817335478831,0.8528466836225366
359,0,0.0,0.0,1.175,13.328576186860243,32.44136833991177,0.1218913483288321,1.9109375
360,1,0.3642328321437212,4.11157035e-07,1.0143272256392444,10.15625,30.859375,0.24453125,0.8421875
361,1,0.3548817178593437,3.755797739e-07,0.8728980098806205,10.15625,30.859375,0.24453125,0.8421875
362,1,0.2978769751182248,5.744257447e-07,0.975,10.432637350930015,46.171875,0.3144493696002312,1.190873231286502
363,1,0.3681165938386608,3.056824159e-07,0.975,10.432637350930015,46.171875,0.2378001190787959,1.3630054779518743
364,1,0.4118925406025338,3.612894104e-07,0.7050171524724336,11.005783043318672,41.91658541078672,0.1558370878249958,0.9904622941813316
365,1,0.3954555436908055,4.311778847e-07,0.4302845291897212,5.625,34.40671764294121,0.2557649426205081,0.7298469820902366
366,1,0.4645591715790315,3.712480592e-07,0.5254903274271758,7.468439492910511,43.98951677169736,0.12109375,0.8528466836225366
367,1,0.3558499912808055,4.325261314e-07,1.1745179938241592,9.482393799709158,42.869875256579725,0.1948706576573822,1.3266807998553511
368,0,0.0,0.0,0.5221785143393051,7.34375,25.85802402627798,0.1211115720857532,0.9071069796944216
369,1,0.4782153439407011,4.164912245e-07,0.5946467428200934,11.098108873118516,42.76906318220243,0.1205765017773568,0.3319555572137661
370,1,0.4053642987338328,3.513109506e-07,0.4302845291897212,5.505946724547165,40.09525656661354,0.2360110515434928,1.5658073697910582
371,1,0.364543650621537,9.232682969e-07,0.9792330152202736,9.541634419084494,34.26761038024163,0.0921292043259116,0.7600185152625263
372,1,0.3874815868616718,4.283179609e-07,0.525,6.644641641745486,34.71356178259758,0.260065604964043,0.779225819374916
373,1,0.479953179780074,3.262770103e-07,0.5,14.951826118127133,42.82443321933102,0.1179031450463188,1.3047926310991913
374,1,0.3677252734719126,2.909233418e-07,1.1763571220101503,12.175200553502346,43.01008683356108,0.2410799696480961,1.6202081327509006
375,1,0.3594231280414852,3.919144008e-07,0.975,10.432637350930015,46.171875,0.2523413187840232,1.2970009428502196
376,1,0.3506190696450393,3.739680744e-07,0.975,14.609491504748634,42.79273996388717,0.254710034208429,1.357828330959428
377,1,0.4840952200922745,4.348054609e-07,0.4187869565223959,9.543615795378654,46.22963003809649,0.0660793980432553,0.8528466836225366
378,1,0.4645837532616647,3.886547626e-07,0.4601218104283192,14.110535781038378,34.6875,0.0985712161928098,1.67721625831443
379,1,0.3853730317432869,3.727122473e-07,0.931910965080473,8.633495663465698,34.32296487857284,0.2281824235286984,0.6541470493016187
380,0,0.0,0.0,0.5,6.126330395372076,44.38459422923926,0.0985712161928098,1.67721625831443
381,1,0.3220109002956272,6.31950079e-07,1.15,14.6660844497488,34.874285749100444,0.2321875,0.5335819301925917
382,1,0.3576063195928866,3.596378049e-07,1.175,13.28125,39.899905538097755,0.1849474042048244,1.8933901881217543
383,1,0.4630835140378042,3.867079664e-07,0.525,7.34375,42.85049500198525,0.12109375,0.8033436192107354
384,1,0.3940011691881616,5.134506093e-07,0.9129796613929184,8.359375,30.690002193847672,0.1852857411032743,0.8371667845319541
385,1,0.380579565486275,5.121195679e-07,0.875,10.491378642465598,30.859375,0.2442246414197004,0.6591677647696645
386,1,0.4835764561506261,3.624033507e-07,0.4029022036179954,7.370475045731989,42.85049500198525,0.086737880280632,0.9710473552910236
387,1,0.4556725709010939,4.67805813e-07,0.4936198117640513,14.491611846364275,32.509006576424625,0.1245489236952184,1.67721625831443
388,1,0.4326013518817722,5.251723369e-07,0.4780709784965576,14.148805369393479,33.8142533870356,0.1133940674484589,0.8528466836225366
389,1,0.3393604938902282,5.721399833e-07,1.4266348091731356,9.04678899595336,48.90625,0.1334375,1.584375
390,1,0.3156024327256174,6.083200022e-07,1.74957639950955,10.700317249863993,46.79446137835399,0.1678654151670078,1.118914126376576
391,1,0.3882576310784382,2.85662994e-07,0.9254227240820708,11.110276912032237,39.8828125,0.2347908348329923,1.901294924106244
392,1,0.3476081968139644,3.384764566e-07,1.1763571220101503,12.422724628584898,39.93191818239193,0.2725824743602789,1.6202081327509006
393,1,0.3767890056808728,3.152738342e-07,1.175,13.28125,42.95513327614326,0.1881924546114038,1.8320727732399464
394,1,0.4335277905724865,2.469497226e-07,0.8770898786072343,10.998825352812537,48.105963363483006,0.164296875,1.12421875
395,1,0.4214122487681172,2.676375509e-07,0.9125,11.107469161896224,45.35237137276279,0.164296875,1.12421875
396,1,0.3887571705011317,4.255612091e-07,0.5397600171783797,5.497152779274507,34.40671764294121,0.2575424723568726,0.7298469820902366
397,0,0.0,0.0,0.9859899613116412,9.421824468652435,41.399464888432,0.085050728216774,1.5959789122637915
398,1,0.3650255410221074,4.032944819e-07,0.857219296607525,7.6859126666305935,22.95474132494181,0.1915239296793771,1.9701625524660544
399,1,0.3822588751077156,4.146157009e-07,0.6140728174184467,9.234398615141608,33.01382441842938,0.26921875,1.916952988792404
400,1,0.4164867943830635,2.778980495e-07,0.9298493228311028,11.032972975551981,45.04336123544028,0.164296875,1.12421875
401,1,0.4418356878165982,3.447321036e-07,0.4476125230184639,6.3107830614445595,29.210901731408377,0.2195388088842191,1.065205225309659
402,1,0.3652545004966345,3.523847653e-07,1.1711469962628285,13.335274488989985,39.940766797809744,0.1572264205924059,1.9221139938360488
403,1,0.4360291450160771,3.112429516e-07,0.4305893087577045,7.370475045731989,42.80963374227325,0.2010183402943736,0.886035061807942
404,1,0.3905013485514756,2.840298275e-07,0.8964922872931519,7.435626563757971,29.13325889405709,0.24453125,1.9308083195831216
405,1,0.3852025634328065,3.580642853e-07,0.8462921140230234,5.762189427012736,32.768471184301006,0.1915239296793771,0.8387142276120664
406,1,0.431604596895377,5.235717492e-07,0.4735833720467283,14.47164425467494,33.8142533870356,0.1129626534149544,0.8530950153795822
407,1,0.3996044452535015,2.966280042e-07,1.0454903910209168,10.891200467994318,47.685141199267846,0.1647282890335045,1.1239704182429544
408,1,0.3643886790903628,3.360445681e-07,1.175,13.28125,40.3854978680097,0.1881924546114038,1.877638618055038
409,1,0.4840952200922745,4.348054609e-07,0.4187869565223959,9.543615795378654,46.22963003809649,0.0660793980432553,0.8528466836225366
410,1,0.3397442906453396,4.657417035e-07,1.181621175034355,13.142245376734829,39.594561212687964,0.1791416719177247,1.211882801582725
411,1,0.4454708319331939,2.068431209e-07,0.9194695753562144,10.892805268812852,45.68114283528357,0.1634773552760145,1.910908820676132
412,1,0.4251637900739771,6.050072606e-07,0.6185710857870548,5.532169930588376,33.390448039309824,0.12059432386311,0.3375
413,1,0.3539373238961361,3.679575588e-07,1.21084992500902,13.28125,45.91016375102015,0.19515625,1.1553739807435726
414,1,0.4653471898758074,3.154950415e-07,0.5887864265803805,10.371766275461223,42.77069575521247,0.1201507775063964,1.3559141587421273
415,1,0.3265947722370884,5.736972067e-07,0.9808603210858794,11.098108873118516,46.17024242698924,0.2382258433501571,0.3390518266452985
416,1,0.430075838606593,3.488393935e-07,0.5,5.684552178348537,32.53653082605541,0.2351054728193361,1.679689226145885
417,1,0.4892705073812552,3.172281211e-07,0.4302845291897212,14.313124076830931,40.09525656661354,0.1273452945362699,1.2386094287834646
418,1,0.3944549448630698,4.056791127e-07,0.8773404109736205,8.195998171654708,32.557489163870244,0.164296875,1.12421875
419,1,0.4124770063422526,2.401916829e-07,0.8460415816566373,11.053981725681757,48.75346264321657,0.1915239296793771,1.916803041356958
420,1,0.4819743179978562,2.012719126e-07,0.5773512361944779,8.17404191787471,44.739934970240704,0.161992308170838,1.9667820868575068
421,1,0.408570681898084,2.745044976e-07,0.9003316306418366,11.015625,45.3515625,0.1938284965085391,1.1406131557638477
422,1,0.3538079812337938,3.331674244e-07,0.975,10.432637350930015,46.171875,0.2523413187840232,1.404125154727936
423,1,0.4362125561323785,2.564144318e-07,0.8770898786072343,11.07442828035228,49.10934527225433,0.164296875,1.12421875
424,1,0.3463303016921508,3.459699824e-07,0.902667434277013,7.435626563757971,46.870757549355545,0.2549566281214627,1.8759724585928756
425,1,0.4642745123543154,3.768691884e-07,0.525,6.475224690546334,42.85049500198525,0.12109375,0.8528466836225366
426,1,0.441182446682417,2.06254376e-07,0.8932052740039014,11.026851276845177,49.5189638316798,0.164296875,1.897864785048336
427,1,0.35254925294264,4.414512261e-07,0.912707663427058,10.137573856072724,46.786097332832966,0.245389316847797,1.045839656995104
428,1,0.3476137832631606,3.315711837e-07,1.1763571220101503,12.422724628584898,39.93191818239193,0.2725824743602789,1.690622040986683
429,0,0.0,0.0,0.5948419363639493,11.098108873118516,42.76906318220243,0.1205765017773568,0.2184778069839908
430,1,0.425438780766454,2.531643565e-07,0.9125,10.431376025538972,46.86945741338099,0.164296875,1.12421875
431,1,0.3444361364236167,4.523715501e-07,0.9125,10.543905139372274,46.911870573685476,0.261712927120767,1.12421875
432,1,0.3375815210243155,3.385440212e-07,1.3288148230814572,12.175200553502346,43.01008683356108,0.2410799696480961,1.619098424189653
433,1,0.4248030131304298,2.593663508e-07,0.9125,10.55989364706948,46.869364909937616,0.164296875,1.1253284585413643
434,1,0.4792242910748064,4.161944457e-07,0.5946467428200934,10.69238399216964,42.07793714353335,0.1210995564378813,0.3319555572137661
435,1,0.4678825153772951,3.661148345e-07,0.5135387286592986,7.374985165782835,43.16019917327296,0.1205706953394754,0.8528466836225366
436,1,0.3930202287104814,3.03907737e-07,0.88326413708788,10.162864091848732,34.158453942867844,0.2280789482200971,1.4735116839123494
437,1,0.3699584313660892,4.171492138e-07,0.928061186860436,8.352760908151268,33.10373704738823,0.2559987865699956,0.6607628997064894
438,1,0.4873241921395056,3.064790823e-07,0.5314843090329096,9.672017374543,42.77093978851296,0.09640625,1.6536394015254166
439,1,0.3712101414303527,5.55251288e-07,0.9659421570143488,14.759736461018953,46.225368430816395,0.1179031450463188,1.298773581324012
440,1,0.4659474328359449,3.590999107e-07,0.4049658774804495,6.289771019481533,30.638132243206,0.1695911206207733,1.065205225309659
441,1,0.452621436960621,2.652904472e-07,0.727608053820546,11.044145154292426,44.878186537263105,0.1558370878249958,0.8987264972924124
442,1,0.3577449309130406,4.353001559e-07,0.4609040859605631,6.356261685104954,46.202931236536735,0.2593987304871476,1.9074635824552848
443,1,0.3564505583855142,3.500829827e-07,0.9043003113915482,7.407489878653108,29.04892065933865,0.2549566281214627,1.0333808542531369
444,1,0.3730109444294356,5.043672927e-07,0.9125,11.015625,46.878159136442456,0.1172740554097216,1.1805928636446914
445,1,0.4255338523723607,2.567696372e-07,0.9264521130023244,13.067580045469942,39.90014476405371,0.164296875,1.866053539433277
446,1,0.4516740284419474,2.536257877e-07,0.7050171524724336,11.015625,46.85572825831056,0.164296875,1.1406131557638477
447,1,0.4215693291839873,2.670421731e-07,0.9125,11.015625,45.365199151627046,0.164296875,1.12421875
448,1,0.3882133468108285,3.793404778e-07,0.523921265697404,5.101962915252727,34.40671764294121,0.24664261501637,0.5722269209389013
449,1,0.4277307885096378,2.188580615e-07,0.8878656511043977,8.17404191787471,43.87209092276703,0.1915239296793771,1.9246321480264144
450,1,0.4375365313665296,2.674479048e-07,0.8250482102136727,11.015625,43.678782192756316,0.164296875,1.12421875
451,1,0.4385042683469135,2.20103746e-07,0.7122179134931551,9.60708329261826,45.17182810603965,0.1839526795507966,1.4771536584108282
452,1,0.4806547395514527,3.116531149e-07,0.525,7.34375,46.712730583392286,0.1100891931744831,1.128508829417035
453,1,0.4043919300249818,3.28108729e-07,0.9125,12.872588930578768,43.04725932644105,0.164296875,0.9944427700432736
454,1,0.4391748701620106,2.194687521e-07,0.8462921140230234,8.17404191787471,39.80900433151952,0.188393762211001,1.936286981968328
455,1,0.331533348351279,4.242312441e-07,1.1763571220101503,12.634802219176386,32.888354593799605,0.3110192683187788,1.6007152693399307
456,1,0.3923264949462686,4.177688158e-07,0.5708682671798521,7.332655666861082,34.40671764294121,0.2537035403745016,0.7298469820902366
457,1,0.4651241906367568,3.600139021e-07,0.523932970862585,5.117474535434387,44.28971724471227,0.1213171299482471,0.882941852514941
458,1,0.3896393191563954,2.404151423e-07,1.1776562395058467,10.84634237831932,49.79179562387471,0.2062777118922876,1.8467477040755544
459,1,0.4555972287005655,2.711584704e-07,0.5812841376493534,9.224725567102531,32.86520043810512,0.1985364882907734,1.9326066704614864
460,1,0.4203131477245125,2.766220515e-07,0.9125,11.343101726236862,44.805858688951716,0.164296875,1.12421875
461,1,0.420153755549132,6.030409451e-07,0.6418331860763332,5.681769587193815,33.93695998503098,0.12059432386311,0.3375
462,1,0.4657555983386468,3.823156789e-07,0.4691904446016797,13.233023601903971,34.64487155243489,0.0985712161928098,1.67721625831443
463,1,0.3302029851906991,4.764513083e-07,1.1662514761277103,14.15876217912692,38.288190255298275,0.1849474042048244,1.821319533061554
464,1,0.3866367962974294,6.619870956e-07,0.7111924928493238,9.60708329261826,34.84281189054556,0.0660009786807982,1.3652037561766304
465,1,0.4363311454665028,3.282241272e-07,0.4611480569769533,14.110535781038378,45.0165160809082,0.1960683740655952,1.67721625831443
466,1,0.4046467898530906,3.228972315e-07,0.9327284122639335,10.575312515520547,42.63406039266674,0.164296875,1.1175855929241465
467,1,0.3879060732965821,4.04553175e-07,0.4143045484724877,5.530786653780329,47.313812395269004,0.2360110515434928,1.6863370039437782
468,1,0.3393053497095674,4.502811673e-07,1.175,12.978795510307261,40.81085419218679,0.1881924546114038,0.933225792238188
469,1,0.5132729906567984,2.393239452e-07,0.437267697139309,7.370475045731989,42.85049500198525,0.086737880280632,1.9587466282114967
